,Title,Company,Location,Rating,Date,Salary,Description,Links
209,Benefit Marketing Analyst - Remote,OneDigital,Remote,3.8,PostedPosted 8 days ago,NaN,"Ability to analyze data and recognize analytical patterns.
The Benefits Marketing Analyst supports all aspects of marketing and financial analysis related to…",/rc/clk?jk=4fa2f16b5fea2215&fccid=83cb647156059a60&vjs=3
210,Associate Business Analyst - Remote,Maximus,Remote+4 locations,3.2,PostedPosted 1 day ago,"Up to $80,000 a year",The Business Associate Analyst will ensure effective and consistent implementation of MAXIMUS projects by SOA activities by: (1) Support project implementations…,/rc/clk?jk=0d8baf6f0f743f62&fccid=bf9f689e7d6d18c6&vjs=3
211,Entry Level Data Analyst,Intellectual Concepts LLC,"Atlanta, GA 30341",NaN,PostedPosted 30+ days ago,NaN,"Use data visualization skills, charts, graphs, GIS, and other data models to bring your analysis to life.
Dig in deep to research, analyze data and come up with…",/rc/clk?jk=35f631714a0898cd&fccid=47f003315b72fe9e&vjs=3
212,Data Analyst,"Lynx Technology Partners, LLC","Hybrid remote in New York, NY 10004",2.7,PostedJust posted,$40 - $42 an hour,"At least 3-5 years of experience in Microsoft Office Suite Basics.
Creating data visualizations using Power BI.",/company/Lynx-Technology-Partners/jobs/Data-Analyst-d816b81183e9cd81?fccid=fa1fdde9eca24b99&vjs=3
213,Business Data Analyst (Entry-Level ),Ihealth Labs Inc,"San Jose, CA 95131 (North Valley area)",4.0,PostedPosted 30+ days ago,NaN,"Business Data Analyst (Entry-Level ).
A BS degree from an accredited 4-year college or university or an MS degree from an accredited master’s degree program.",/rc/clk?jk=58c285194bb9134f&fccid=a56d9d05bc3a7c6f&vjs=3
214,Data Analyst,"Info Origin, Inc.","Richmond, VA+1 location",NaN,PostedPosted 30+ days ago,Up to $55 an hour,"Working with large data sets or data warehousing Highly desired.
Proficient working with data encryption methods Desired.
Data Analyst: 5 years (Required).",/company/Infoorigin-Inc/jobs/Data-Analyst-4492e89e48e354c8?fccid=75e3336b78771185&vjs=3
215,Regulatory Operations Data Analyst I,Arthrex,"Naples, FL 34108",3.7,PostedPosted 4 days ago,NaN,"Verifies all data elements are correct for data entry or upload.
Accurately inputs data/uploads of all pertinent information.
Matching 401(k) Retirement Plan.",/rc/clk?jk=4dcce646cd5d795a&fccid=0cf47cda5696acc2&vjs=3
216,Informatics Data Analyst II,Expedite Inc,"Atlanta, GA 30303 (Downtown area)",NaN,EmployerActive 2 days ago,$50.60 an hour,"Performing and documenting data analysis, data validation, and data.
O Ability to perform data analysis and troubleshoot data integrity issues.",/company/Expedite-INC/jobs/Informatic-Data-Analyst-5d3cb9e618a55be3?fccid=b8649fcf90f4b2bd&vjs=3
217,Data Analyst,Five Star Credit Union,"Dothan, AL 36303 (Downtown area)",3.4,PostedPosted 30 days ago,"$51,352 - $77,027 a year","The Data Analyst is responsible for all stages of the business intelligence cycle: understanding business objectives, collecting business requirements,…",/rc/clk?jk=b943f6e64332f319&fccid=5b2770083c8c0ed6&vjs=3
218,Data Analyst,Ingress IT Solutions,"Herndon, VA",NaN,EmployerActive 2 days ago,$32 - $42 an hour,"Use data mining tools to collect data for further research and analysis.
Perform industry research using publicly available data sources.",/company/Ingress-IT-Solutions/jobs/Data-Analyst-5df3b0f1dc6bc0c2?fccid=3b29ab12a50327f5&vjs=3
219,Data Analyst,Symetra,"Bellevue, WA 98004 (Downtown area)",3.2,PostedPosted 30+ days ago,"$73,200 - $122,000 a year","Experience with data modeling and working with large-scale data.
Analyze complex, high-volume, high-dimensionality data from varying sources using a variety of…",/rc/clk?jk=45b84e5ab4a9f1e6&fccid=c3123dfd9a39895a&vjs=3
220,Criminal Data Entry Analyst (REMOTE),"InfoMart, Inc.","Remote in Marietta, GA 30067",3.1,PostedPosted 30+ days ago,NaN,"A background in clerical/data entry and 10-key is preferred.
Attention to detail and analytical skills are a must.
High school diploma or equivalent.",/rc/clk?jk=4ee48b0528c6b1e7&fccid=e0fedebfee0b3cad&vjs=3
221,Retail Data Analyst - Remote,Wiliot,"San Diego, CA 92128",NaN,PostedPosted 3 days ago,NaN,"Mold real time series data stream into actional insights.
Experience with IoT data streams and business context a plus.",/rc/clk?jk=70aa3eea826d61ca&fccid=ab4bc0f901c4a322&vjs=3
222,DMARC/ Business Analyst,IT-SCIENT,+1 locationRemote,4.6,EmployerActive 2 days ago,From $60 an hour,"Overall 5 to 8 years of experience with good communication skills.
Knowledge of Microsoft Excel for graphing and data computation, Atlassian Jira for…",/company/IT--SCIENT/jobs/Dmarc-f0b5b0369f2b76ad?fccid=5a6c251a36d329f7&vjs=3
223,Data Analyst,"Perficient, Inc","Denver, CO 80202 (Union Station area)+1 location",3.4,PostedPosted 17 days ago,NaN,"Our Consultants can handle the stress of being accountable for delivery and: complete goals on time, practice strong attention to detail, persevere through…",/rc/clk?jk=eadf8ecec7dd3608&fccid=7affa64765ffaf8f&vjs=3
224,Business Analyst (Remote),SimpleTire,Remote,NaN,PostedPosted 14 days ago,NaN,"Continuous viewing of a computer monitor and data entry.
Proprietary technology, actionable data insights and unique talent all relentlessly focus on…",/rc/clk?jk=ffded200a97b9b96&fccid=678897ff17fc64a2&vjs=3
225,Business Analyst,Hire IT people,"Hybrid remote in Lansing, MI",NaN,EmployerActive 2 days ago,$60 an hour,"Knowledge and understanding of the Secure Software Development Lifecycle (SSDLC) Highly Desired 5 Years.
Project management skills and knowledge in project…",/company/hire-IT-people/jobs/Business-Analyst-6ab37cd063bc9016?fccid=339fc89548d64eee&vjs=3
226,Clinical Informatics Analyst,Fidelis Care,"Hybrid remote in New York, NY",3.2,PostedPosted 30+ days ago,"$79,300 - $142,800 a year","Analyze data sets and scripts to identify errors and other anomalies reported during data research.
Position Purpose: Analyze data from current programs and…",/rc/clk?jk=bc5bca36e3fe1056&fccid=5ece327da33e0274&vjs=3
227,Data Analyst II (0.5 FTE) - Remote,Children's Wisconsin,"Remote in West Allis, WI+2 locations",4.1,PostedPosted 17 days ago,NaN,"Responsibilities include providing consultation, data and data analysis to be used for decision making in an efficient and timely manner.",/rc/clk?jk=39f0caabc2f9b71e&fccid=a6702019081870a2&vjs=3
228,Assistant Actuarial Analyst,Sun Life,"Wellesley Hills, MA 02481+3 locations",3.9,PostedToday,"$79,100 - $106,800 a year","Routine to moderately complex data analysis.
Compile, categorize, and analyze data in support of reserve and capital calculations, product pricing, and…",/rc/clk?jk=4a0404328217128a&fccid=618943d89d0005a6&vjs=3
229,Business Analyst,Angi,"Hybrid remote in Denver, CO 80205",3.2,PostedPosted 7 days ago,NaN,"Synthesize large data sets into digestible information.
Ability to validate results of analyses by reconciling with data from other sources.",/rc/clk?jk=424e8d63f7be01eb&fccid=a459150a450820d9&vjs=3
230,SAS Programmer/Analyst/Data analyst,Clinpharma Clinical Research,"Princeton, NJ 08540",NaN,PostedPosted 4 days ago,NaN,"B.S. or M.S. in Statistics, computer science, or related field (Masters preferred).
Knowledge of one or more scripting languages (Java, Python, JavaScript, etc.…",/company/Clinpharma-clinical-research-llc/jobs/SAS-Programmer-Analyst-Data-Analyst-2e693ee34ef59ee5?fccid=69fe298ff1237d50&vjs=3
231,Business Analyst,Phase V Consulting Inc,Remote,1.0,EmployerActive 2 days ago,"$75,000 - $90,000 a year","The ideal candidate will have experience working with federal agencies such as USDA, CDC, and NIH.
Gather requirements from stakeholders, including internal…",/company/j.-anukem-&-associates/jobs/Business-Analyst-46cc68e0b1e34949?fccid=2b6224fe30ebb300&vjs=3
232,Data Analyst,Grow Financial Federal Credit Union,"Tampa, FL 33619",4.0,PostedPosted 6 days ago,NaN,"Summarize analytical data into user-friendly reports translating highly technical, detailed data into appropriate recommendations and key metrics requested by…",/rc/clk?jk=cb36bae9744788b4&fccid=7861e9230d75af09&vjs=3
233,Senior Data Analyst,AVS Solutions INC,"McLean, VA 22101",NaN,EmployerActive 2 days ago,$50 - $55 an hour,"Business scenario and data flow testing experience is a must have, Minimum 5+ years of hands on experience in data analysis experience is required.",/company/AVS-Solutions-INC/jobs/Senior-Data-Analyst-359af8eb7458e22d?fccid=44267def65df5d64&vjs=3
234,Product Analyst,NAPA Auto Parts,Remote,3.6,PostedPosted 27 days ago,NaN,"Translate data to internal style guides.
Manipulate, change, re-format, & scrub product and vehicle data to be sent to data validation tools.",/rc/clk?jk=8f6de5fab0dfa659&fccid=3cb85b9ae156e8d0&vjs=3
235,Production Data Analyst,"Executive Personal Computers, Inc.","Saint Peters, MO 63376",3.0,PostedToday,$20.50 an hour,"Analyze data points to current company processes and drafting reports outlining the data and suggesting alterations.
Maintain a clean and safe work area.",/rc/clk?jk=6fd63611906aa17a&fccid=6ff011bac1c51355&vjs=3
236,IT Business Analyst,Aquila Software Group,"Remote in Pembroke Pines, FL 33027",NaN,EmployerActive 2 days ago,NaN,"An ability to design, deliver, and interpret diagrams, data models and documentation.
You enjoy working on big-picture data transformation, framework building,…",/rc/clk?jk=c25951d1951884e7&fccid=d898156c21830be2&vjs=3
237,Data Analyst I,"N Consulting Engineers, Inc.","Irvine, CA",NaN,PostedPosted 3 days ago,NaN,"Competence managing various aspects of a data pipeline, including data validation, data management, data analysis and data visualization.",/rc/clk?jk=3bddd2c686f5877b&fccid=ddc14605037aadaf&vjs=3
238,Data Analyst,Kaimetrix,Remote,2.0,EmployerActive 6 days ago,"$100,000 a year","Apply project management skills to oversee implementation of new data sources and oversee minor projects (systemic data correction, table modification and data…",/company/Kaimetrix/jobs/Data-Analyst-8c6f2820de64433e?fccid=2da8ef215e5de9ad&vjs=3
239,Data Analyst,Cyndx,"Hybrid remote in West Palm Beach, FL+1 location",4.9,PostedPosted 8 days ago,"$75,000 - $100,000 a year",Design and implement data structures capable of modeling data from many sources and store it in such a way that our various engineering groups can properly…,/rc/clk?jk=3b6dca67ec9738e8&fccid=b841391df77f9eb6&vjs=3
240,IT Business Analyst,Holman,Remote,3.3,PostedPosted 7 days ago,"From $85,000 a year","At least two years of work experience as a business analyst.
The Business Analyst I, works with IT Project Leaders, as well as IT and Business personnel to…",/company/Holman/jobs/IT-Business-Analyst-f9a0baf7c49b2e0c?fccid=28871a2dda2df201&vjs=3
241,Data Analyst / Developer,DGN Technologies,"Hybrid remote in South San Francisco, CA 94080+1 location",NaN,PostedPosted 30+ days ago,$60 - $88 an hour,"Data visualization: 5 years (Required).
Working knowledge with database, table design joins, data collection, data mining, data aggregation, data validation,…",/company/SNWInfoTech/jobs/Data-Analyst-4f5cad84151346aa?fccid=f4ace8200840ec74&vjs=3
242,Business Analyst,Vastek Inc.,"San Diego, CA+2 locations",NaN,EmployerActive 4 days ago,$30 - $40 an hour,"Assist in the testing process through the development of test cases and data.
Gather business and technical requirements for application modifications and…",/company/Vastek-Inc./jobs/Business-Analyst-978fb97f83b064e5?fccid=3190e61fe63a5e6a&vjs=3
243,IT Business Analyst,Stanislaus County,"Stanislaus County, CA",3.7,PostedPosted 1 day ago,"$82,077 - $99,757 a year",About the Opportunity Interested in the job details? Click here for job flyer (Download PDF reader) Stanislaus County now offers an employee bonus worth up…,/rc/clk?jk=b76ca2e496246c3d&fccid=8b772ce2209ffa03&vjs=3
244,DATAA001291 Data Analyst,Northern California Institute for Research and...,"San Francisco, CA 94121 (Lincoln Park area)",3.3,PostedPosted 17 days ago,$26.84 - $34.90 an hour,Using “high dimensional” data from human -omics for molecular and functional phenotyping of immune cells in pulmonary diseases.,/company/Northern-California-Institute-for-Research-and-Education/jobs/Data-Analyst-d0143270a7ac7bbd?fccid=0b15807c63b9cf82&vjs=3
245,Data Analyst,Raphael and Associates,"Rutherford, NJ 07070",NaN,PostedPosted 30+ days ago,NaN,"Proven working experience as a data analyst or business data analyst.
Collaborate with IT to define the enterprise data strategy encompassing data collection…",/rc/clk?jk=c28ca5aaa51adafd&fccid=501eef7e6a0abc9e&vjs=3
246,"Vans: Senior Analyst, Data Visualization",Vans,Colorado,4.1,PostedPosted 30+ days ago,"$84,000 - $126,000 a year","Build data literacy across VF by championing a culture of data-driven decision making.
Advanced understanding of data warehouses, such as Amazon Redshift, as…",/rc/clk?jk=c9acc8dc30136934&fccid=c3d54cd455267476&vjs=3
247,Business Data Analyst,Obie,"Remote in Chicago, IL+1 location",NaN,PostedPosted 5 days ago,NaN,"2+ years of experience in data analytics or data science, ideally within the Property and Casualty insurance industry.
12 weeks of Paid Parental Leave.",/rc/clk?jk=34fc5bf60fbee985&fccid=b0a119f56424c018&vjs=3
248,Data Analyst,"Odesus, Inc.","Plano, TX",NaN,EmployerActive 2 days ago,$50.50 - $65.54 an hour,"Maintain existing and develop new data pipelines used to ingest reporting data using Python.
Strong understanding of financial services data desired.","/company/Odesus,-Inc./jobs/Data-Analyst-7878fe89e9aa9bf9?fccid=7756f9e87d509baf&vjs=3"
249,Data Analyst,Sasaki Associates,"Boston, MA 02111 (Central area)",4.0,PostedPosted 30 days ago,NaN,"3-5 years’ experience in a data-focused role, preferably related to geospatial or built environment topics.
Supporting data visualization efforts through data…",/rc/clk?jk=06e7f3242df977b4&fccid=249e8be2475d7353&vjs=3
250,Data Analyst,TSN Partners,"Pittsburgh, PA 15218",NaN,EmployerActive 4 days ago,From $35 an hour,"Strong understanding of data modeling, data visualization and data storytelling; experience with reporting & visualization platforms like Power BI, Tableau, or…",/company/TSN-Partners/jobs/Data-Analyst-a2bf54cb532eb1b1?fccid=7ad44351ed12b9ba&vjs=3
251,Sr Business Analyst,Jeevan Technologies,Remote,NaN,EmployerActive 3 days ago,$54 - $57 an hour,"Demonstrated experience in defining and measuring team success via data-driven metrics & reporting.
7+ years of experience in business analysis or a related…",/company/Jeevan-Technologies/jobs/Senior-Business-Analyst-abe6a7e8af541b91?fccid=e23393f562c4ddee&vjs=3
252,Data Analyst,Building Products Inc,"Sioux Falls, SD 57104",3.5,PostedPosted 3 days ago,$19 - $23 an hour,"Manage data – Own the master data and all that it contains.
Support data – Support the data warehouse in identifying and revising reporting requirements as well…",/rc/clk?jk=efdb8ee6a7a226c6&fccid=7e786c73e07dba42&vjs=3
253,Data Analyst,OLE Health,"Napa, CA 94558 (Von Uhlit Ranch area)",3.6,PostedPosted 10 days ago,$31 - $35 an hour,"Minimum of one year working as a data analyst, developer, or equivalent strongly preferred.
Data Analytics & Programmer Manager who manages data-related…",/rc/clk?jk=bd4282bb08481184&fccid=4597901801343b49&vjs=3
254,Data Analyst,Amerit Fleet Solutions,"Hybrid remote in Charlotte, NC+2 locations",3.5,PostedPosted 1 day ago,"$70,000 - $100,000 a year","Acquire data from primary or secondary data sources and maintain databases/data systems.
3-5 years of *strong* knowledge with reporting packages (Business…",/company/Amerit-Fleet-Solutions/jobs/Data-Analyst-44b8d47a1171e0e7?fccid=d185811f60b89854&vjs=3
